"Regio's";"Woningtype";"Perioden";"Beginstand woningvoorraad (aantal)"
"Hardenberg";"Vrijstaande woning";"2021";"    7993"
"Hardenberg";"2-onder-1-kapwoning";"2021";"    4454"
"Hardenberg";"Hoekwoning";"2021";"    3436"
"Hardenberg";"Tussenwoning";"2021";"    5584"
"Hardenberg";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Harderwijk";"Totaal woningen";"2021";"   20677"
"Harderwijk";"Meergezinswoningen totaal";"2021";"    6520"
"Harderwijk";"Eengezinswoningen totaal";"2021";"   14157"
"Harderwijk";"Vrijstaande woning";"2021";"    1780"
"Harderwijk";"2-onder-1-kapwoning";"2021";"    1244"
"Harderwijk";"Hoekwoning";"2021";"    3363"
"Harderwijk";"Tussenwoning";"2021";"    7766"
"Harderwijk";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Hardinxveld-Giessendam";"Totaal woningen";"2021";"    7514"
"Hardinxveld-Giessendam";"Meergezinswoningen totaal";"2021";"    1862"
"Hardinxveld-Giessendam";"Eengezinswoningen totaal";"2021";"    5652"
"Hardinxveld-Giessendam";"Vrijstaande woning";"2021";"    1163"
"Hardinxveld-Giessendam";"2-onder-1-kapwoning";"2021";"    1130"
"Hardinxveld-Giessendam";"Hoekwoning";"2021";"    1139"
"Hardinxveld-Giessendam";"Tussenwoning";"2021";"    2217"
"Hardinxveld-Giessendam";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Harlingen";"Totaal woningen";"2021";"    7909"
"Harlingen";"Meergezinswoningen totaal";"2021";"    1870"
"Harlingen";"Eengezinswoningen totaal";"2021";"    6039"
"Harlingen";"Vrijstaande woning";"2021";"     905"
"Harlingen";"2-onder-1-kapwoning";"2021";"     921"
"Harlingen";"Hoekwoning";"2021";"    1411"
"Harlingen";"Tussenwoning";"2021";"    2799"
"Harlingen";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Hattem";"Totaal woningen";"2021";"    5262"
"Hattem";"Meergezinswoningen totaal";"2021";"     849"
"Hattem";"Eengezinswoningen totaal";"2021";"    4413"
"Hattem";"Vrijstaande woning";"2021";"    1284"
"Hattem";"2-onder-1-kapwoning";"2021";"     663"
"Hattem";"Hoekwoning";"2021";"     892"
"Hattem";"Tussenwoning";"2021";"    1574"
"Hattem";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Heemskerk";"Totaal woningen";"2021";"   17607"
"Heemskerk";"Meergezinswoningen totaal";"2021";"    5871"
"Heemskerk";"Eengezinswoningen totaal";"2021";"   11736"
"Heemskerk";"Vrijstaande woning";"2021";"    1086"
"Heemskerk";"2-onder-1-kapwoning";"2021";"     744"
"Heemskerk";"Hoekwoning";"2021";"    2704"
"Heemskerk";"Tussenwoning";"2021";"    7194"
"Heemskerk";"Onbekend woningtype eengezinswoning";"2021";"       8"
"Heemstede";"Totaal woningen";"2021";"   12817"
"Heemstede";"Meergezinswoningen totaal";"2021";"    4505"
"Heemstede";"Eengezinswoningen totaal";"2021";"    8312"
"Heemstede";"Vrijstaande woning";"2021";"     578"
"Heemstede";"2-onder-1-kapwoning";"2021";"    1028"
"Heemstede";"Hoekwoning";"2021";"    2197"
"Heemstede";"Tussenwoning";"2021";"    4509"
"Heemstede";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Heerde";"Totaal woningen";"2021";"    8017"
"Heerde";"Meergezinswoningen totaal";"2021";"    1362"
"Heerde";"Eengezinswoningen totaal";"2021";"    6655"
"Heerde";"Vrijstaande woning";"2021";"    2986"
"Heerde";"2-onder-1-kapwoning";"2021";"    1215"
"Heerde";"Hoekwoning";"2021";"     962"
"Heerde";"Tussenwoning";"2021";"    1492"
"Heerde";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Heerenveen";"Totaal woningen";"2021";"   23767"
"Heerenveen";"Meergezinswoningen totaal";"2021";"    5679"
"Heerenveen";"Eengezinswoningen totaal";"2021";"   18088"
"Heerenveen";"Vrijstaande woning";"2021";"    6962"
"Heerenveen";"2-onder-1-kapwoning";"2021";"    3627"
"Heerenveen";"Hoekwoning";"2021";"    2664"
"Heerenveen";"Tussenwoning";"2021";"    4832"
"Heerenveen";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Heerhugowaard";"Totaal woningen";"2021";"   24439"
"Heerhugowaard";"Meergezinswoningen totaal";"2021";"    5534"
"Heerhugowaard";"Eengezinswoningen totaal";"2021";"   18905"
"Heerhugowaard";"Vrijstaande woning";"2021";"    2533"
"Heerhugowaard";"2-onder-1-kapwoning";"2021";"    1584"
"Heerhugowaard";"Hoekwoning";"2021";"    3637"
"Heerhugowaard";"Tussenwoning";"2021";"   11146"
"Heerhugowaard";"Onbekend woningtype eengezinswoning";"2021";"       5"
"Heerlen";"Totaal woningen";"2021";"   45982"
"Heerlen";"Meergezinswoningen totaal";"2021";"   16908"
"Heerlen";"Eengezinswoningen totaal";"2021";"   29074"
"Heerlen";"Vrijstaande woning";"2021";"    2215"
"Heerlen";"2-onder-1-kapwoning";"2021";"    3630"
"Heerlen";"Hoekwoning";"2021";"    7139"
"Heerlen";"Tussenwoning";"2021";"   16069"
"Heerlen";"Onbekend woningtype eengezinswoning";"2021";"      21"
"Heeze-Leende";"Totaal woningen";"2021";"    6925"
"Heeze-Leende";"Meergezinswoningen totaal";"2021";"     690"
"Heeze-Leende";"Eengezinswoningen totaal";"2021";"    6235"
"Heeze-Leende";"Vrijstaande woning";"2021";"    2328"
"Heeze-Leende";"2-onder-1-kapwoning";"2021";"    1206"
"Heeze-Leende";"Hoekwoning";"2021";"    1024"
"Heeze-Leende";"Tussenwoning";"2021";"    1677"
"Heeze-Leende";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Heiloo";"Totaal woningen";"2021";"   10939"
"Heiloo";"Meergezinswoningen totaal";"2021";"    2797"
"Heiloo";"Eengezinswoningen totaal";"2021";"    8142"
"Heiloo";"Vrijstaande woning";"2021";"    2188"
"Heiloo";"2-onder-1-kapwoning";"2021";"    1499"
"Heiloo";"Hoekwoning";"2021";"    1506"
"Heiloo";"Tussenwoning";"2021";"    2947"
"Heiloo";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Den Helder";"Totaal woningen";"2021";"   28390"
"Den Helder";"Meergezinswoningen totaal";"2021";"    7694"
"Den Helder";"Eengezinswoningen totaal";"2021";"   20696"
"Den Helder";"Vrijstaande woning";"2021";"    1524"
"Den Helder";"2-onder-1-kapwoning";"2021";"    1318"
"Den Helder";"Hoekwoning";"2021";"    4301"
"Den Helder";"Tussenwoning";"2021";"   13553"
"Den Helder";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Hellendoorn";"Totaal woningen";"2021";"   14959"
"Hellendoorn";"Meergezinswoningen totaal";"2021";"    2279"
"Hellendoorn";"Eengezinswoningen totaal";"2021";"   12680"
"Hellendoorn";"Vrijstaande woning";"2021";"    4103"
"Hellendoorn";"2-onder-1-kapwoning";"2021";"    2637"
"Hellendoorn";"Hoekwoning";"2021";"    2466"
"Hellendoorn";"Tussenwoning";"2021";"    3472"
"Hellendoorn";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Hellevoetsluis";"Totaal woningen";"2021";"   18067"
"Hellevoetsluis";"Meergezinswoningen totaal";"2021";"    4844"
"Hellevoetsluis";"Eengezinswoningen totaal";"2021";"   13223"
"Hellevoetsluis";"Vrijstaande woning";"2021";"    1622"
"Hellevoetsluis";"2-onder-1-kapwoning";"2021";"     757"
"Hellevoetsluis";"Hoekwoning";"2021";"    3190"
"Hellevoetsluis";"Tussenwoning";"2021";"    7653"
"Hellevoetsluis";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Helmond";"Totaal woningen";"2021";"   41222"
"Helmond";"Meergezinswoningen totaal";"2021";"   10569"
"Helmond";"Eengezinswoningen totaal";"2021";"   30653"
"Helmond";"Vrijstaande woning";"2021";"    3211"
"Helmond";"2-onder-1-kapwoning";"2021";"    2513"
"Helmond";"Hoekwoning";"2021";"    6935"
"Helmond";"Tussenwoning";"2021";"   17978"
"Helmond";"Onbekend woningtype eengezinswoning";"2021";"      16"
"Hendrik-Ido-Ambacht";"Totaal woningen";"2021";"   12332"
"Hendrik-Ido-Ambacht";"Meergezinswoningen totaal";"2021";"    2865"
"Hendrik-Ido-Ambacht";"Eengezinswoningen totaal";"2021";"    9467"
"Hendrik-Ido-Ambacht";"Vrijstaande woning";"2021";"     801"
"Hendrik-Ido-Ambacht";"2-onder-1-kapwoning";"2021";"     667"
"Hendrik-Ido-Ambacht";"Hoekwoning";"2021";"    2172"
"Hendrik-Ido-Ambacht";"Tussenwoning";"2021";"    5818"
"Hendrik-Ido-Ambacht";"Onbekend woningtype eengezinswoning";"2021";"       9"
"Hengelo (O.)";"Totaal woningen";"2021";"   38903"
"Hengelo (O.)";"Meergezinswoningen totaal";"2021";"   11730"
"Hengelo (O.)";"Eengezinswoningen totaal";"2021";"   27173"
"Hengelo (O.)";"Vrijstaande woning";"2021";"    4537"
"Hengelo (O.)";"2-onder-1-kapwoning";"2021";"    5511"
"Hengelo (O.)";"Hoekwoning";"2021";"    5883"
"Hengelo (O.)";"Tussenwoning";"2021";"   11234"
"Hengelo (O.)";"Onbekend woningtype eengezinswoning";"2021";"       8"
"'s-Hertogenbosch";"Totaal woningen";"2021";"   73424"
"'s-Hertogenbosch";"Meergezinswoningen totaal";"2021";"   29081"
"'s-Hertogenbosch";"Eengezinswoningen totaal";"2021";"   44343"
"'s-Hertogenbosch";"Vrijstaande woning";"2021";"    5766"
"'s-Hertogenbosch";"2-onder-1-kapwoning";"2021";"    3850"
"'s-Hertogenbosch";"Hoekwoning";"2021";"    9400"
"'s-Hertogenbosch";"Tussenwoning";"2021";"   25311"
"'s-Hertogenbosch";"Onbekend woningtype eengezinswoning";"2021";"      16"
"Heumen";"Totaal woningen";"2021";"    7274"
"Heumen";"Meergezinswoningen totaal";"2021";"    1247"
"Heumen";"Eengezinswoningen totaal";"2021";"    6027"
"Heumen";"Vrijstaande woning";"2021";"    1719"
"Heumen";"2-onder-1-kapwoning";"2021";"    1143"
"Heumen";"Hoekwoning";"2021";"    1134"
"Heumen";"Tussenwoning";"2021";"    2030"
"Heumen";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Heusden";"Totaal woningen";"2021";"   19357"
"Heusden";"Meergezinswoningen totaal";"2021";"    2926"
"Heusden";"Eengezinswoningen totaal";"2021";"   16431"
"Heusden";"Vrijstaande woning";"2021";"    3766"
"Heusden";"2-onder-1-kapwoning";"2021";"    2253"
"Heusden";"Hoekwoning";"2021";"    3407"
"Heusden";"Tussenwoning";"2021";"    6996"
"Heusden";"Onbekend woningtype eengezinswoning";"2021";"       9"
"Hillegom";"Totaal woningen";"2021";"    9863"
"Hillegom";"Meergezinswoningen totaal";"2021";"    2972"
"Hillegom";"Eengezinswoningen totaal";"2021";"    6891"
"Hillegom";"Vrijstaande woning";"2021";"     651"
"Hillegom";"2-onder-1-kapwoning";"2021";"     658"
"Hillegom";"Hoekwoning";"2021";"    1686"
"Hillegom";"Tussenwoning";"2021";"    3893"
"Hillegom";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Hilvarenbeek";"Totaal woningen";"2021";"    6865"
"Hilvarenbeek";"Meergezinswoningen totaal";"2021";"     815"
"Hilvarenbeek";"Eengezinswoningen totaal";"2021";"    6050"
"Hilvarenbeek";"Vrijstaande woning";"2021";"    2285"
"Hilvarenbeek";"2-onder-1-kapwoning";"2021";"    1279"
"Hilvarenbeek";"Hoekwoning";"2021";"    1005"
"Hilvarenbeek";"Tussenwoning";"2021";"    1479"
"Hilvarenbeek";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Hilversum";"Totaal woningen";"2021";"   42979"
"Hilversum";"Meergezinswoningen totaal";"2021";"   17733"
"Hilversum";"Eengezinswoningen totaal";"2021";"   25246"
"Hilversum";"Vrijstaande woning";"2021";"    1662"
"Hilversum";"2-onder-1-kapwoning";"2021";"    3221"
"Hilversum";"Hoekwoning";"2021";"    6312"
"Hilversum";"Tussenwoning";"2021";"   14036"
"Hilversum";"Onbekend woningtype eengezinswoning";"2021";"      15"
"Hoeksche Waard";"Totaal woningen";"2021";"   38203"
"Hoeksche Waard";"Meergezinswoningen totaal";"2021";"    6328"
"Hoeksche Waard";"Eengezinswoningen totaal";"2021";"   31875"
"Hoeksche Waard";"Vrijstaande woning";"2021";"    6877"
"Hoeksche Waard";"2-onder-1-kapwoning";"2021";"    3077"
"Hoeksche Waard";"Hoekwoning";"2021";"    7324"
"Hoeksche Waard";"Tussenwoning";"2021";"   14594"
"Hoeksche Waard";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Hof van Twente";"Totaal woningen";"2021";"   15279"
"Hof van Twente";"Meergezinswoningen totaal";"2021";"    2186"
"Hof van Twente";"Eengezinswoningen totaal";"2021";"   13093"
"Hof van Twente";"Vrijstaande woning";"2021";"    5005"
"Hof van Twente";"2-onder-1-kapwoning";"2021";"    3127"
"Hof van Twente";"Hoekwoning";"2021";"    2067"
"Hof van Twente";"Tussenwoning";"2021";"    2887"
"Hof van Twente";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Het Hogeland";"Totaal woningen";"2021";"   22878"
"Het Hogeland";"Meergezinswoningen totaal";"2021";"    2292"
"Het Hogeland";"Eengezinswoningen totaal";"2021";"   20586"
"Het Hogeland";"Vrijstaande woning";"2021";"    9783"
"Het Hogeland";"2-onder-1-kapwoning";"2021";"    4269"
"Het Hogeland";"Hoekwoning";"2021";"    2765"
"Het Hogeland";"Tussenwoning";"2021";"    3767"
"Het Hogeland";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Hollands Kroon";"Totaal woningen";"2021";"   20988"
"Hollands Kroon";"Meergezinswoningen totaal";"2021";"    2147"
"Hollands Kroon";"Eengezinswoningen totaal";"2021";"   18841"
"Hollands Kroon";"Vrijstaande woning";"2021";"    6694"
"Hollands Kroon";"2-onder-1-kapwoning";"2021";"    3168"
"Hollands Kroon";"Hoekwoning";"2021";"    2930"
"Hollands Kroon";"Tussenwoning";"2021";"    6045"
"Hollands Kroon";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Hoogeveen";"Totaal woningen";"2021";"   25496"
"Hoogeveen";"Meergezinswoningen totaal";"2021";"    6565"
"Hoogeveen";"Eengezinswoningen totaal";"2021";"   18931"
"Hoogeveen";"Vrijstaande woning";"2021";"    4629"
"Hoogeveen";"2-onder-1-kapwoning";"2021";"    3657"
"Hoogeveen";"Hoekwoning";"2021";"    3545"
"Hoogeveen";"Tussenwoning";"2021";"    7097"
"Hoogeveen";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Hoorn";"Totaal woningen";"2021";"   33656"
"Hoorn";"Meergezinswoningen totaal";"2021";"    9710"
"Hoorn";"Eengezinswoningen totaal";"2021";"   23946"
"Hoorn";"Vrijstaande woning";"2021";"    2264"
"Hoorn";"2-onder-1-kapwoning";"2021";"    1405"
"Hoorn";"Hoekwoning";"2021";"    5594"
"Hoorn";"Tussenwoning";"2021";"   14678"
"Hoorn";"Onbekend woningtype eengezinswoning";"2021";"       5"
"Horst aan de Maas";"Totaal woningen";"2021";"   17937"
"Horst aan de Maas";"Meergezinswoningen totaal";"2021";"    2080"
"Horst aan de Maas";"Eengezinswoningen totaal";"2021";"   15857"
"Horst aan de Maas";"Vrijstaande woning";"2021";"    6079"
"Horst aan de Maas";"2-onder-1-kapwoning";"2021";"    3125"
"Horst aan de Maas";"Hoekwoning";"2021";"    2577"
"Horst aan de Maas";"Tussenwoning";"2021";"    4075"
"Horst aan de Maas";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Houten";"Totaal woningen";"2021";"   20681"
"Houten";"Meergezinswoningen totaal";"2021";"    4929"
"Houten";"Eengezinswoningen totaal";"2021";"   15752"
"Houten";"Vrijstaande woning";"2021";"    1515"
"Houten";"2-onder-1-kapwoning";"2021";"     986"
"Houten";"Hoekwoning";"2021";"    3585"
"Houten";"Tussenwoning";"2021";"    9650"
"Houten";"Onbekend woningtype eengezinswoning";"2021";"      16"
"Huizen";"Totaal woningen";"2021";"   19018"
"Huizen";"Meergezinswoningen totaal";"2021";"    5412"
"Huizen";"Eengezinswoningen totaal";"2021";"   13606"
"Huizen";"Vrijstaande woning";"2021";"    1060"
"Huizen";"2-onder-1-kapwoning";"2021";"    1707"
"Huizen";"Hoekwoning";"2021";"    3322"
"Huizen";"Tussenwoning";"2021";"    7510"
"Huizen";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Hulst";"Totaal woningen";"2021";"   13618"
"Hulst";"Meergezinswoningen totaal";"2021";"    1455"
"Hulst";"Eengezinswoningen totaal";"2021";"   12163"
"Hulst";"Vrijstaande woning";"2021";"    5507"
"Hulst";"2-onder-1-kapwoning";"2021";"    2363"
"Hulst";"Hoekwoning";"2021";"    1652"
"Hulst";"Tussenwoning";"2021";"    2641"
"Hulst";"Onbekend woningtype eengezinswoning";"2021";"       0"
"IJsselstein";"Totaal woningen";"2021";"   14444"
"IJsselstein";"Meergezinswoningen totaal";"2021";"    4424"
"IJsselstein";"Eengezinswoningen totaal";"2021";"   10020"
"IJsselstein";"Vrijstaande woning";"2021";"     660"
"IJsselstein";"2-onder-1-kapwoning";"2021";"     855"
"IJsselstein";"Hoekwoning";"2021";"    2241"
"IJsselstein";"Tussenwoning";"2021";"    6258"
"IJsselstein";"Onbekend woningtype eengezinswoning";"2021";"       6"
"Kaag en Braassem";"Totaal woningen";"2021";"   11895"
"Kaag en Braassem";"Meergezinswoningen totaal";"2021";"    2209"
"Kaag en Braassem";"Eengezinswoningen totaal";"2021";"    9686"
"Kaag en Braassem";"Vrijstaande woning";"2021";"    2111"
"Kaag en Braassem";"2-onder-1-kapwoning";"2021";"    1278"
"Kaag en Braassem";"Hoekwoning";"2021";"    2010"
"Kaag en Braassem";"Tussenwoning";"2021";"    4287"
"Kaag en Braassem";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Kampen";"Totaal woningen";"2021";"   22785"
"Kampen";"Meergezinswoningen totaal";"2021";"    5216"
"Kampen";"Eengezinswoningen totaal";"2021";"   17569"
"Kampen";"Vrijstaande woning";"2021";"    2696"
"Kampen";"2-onder-1-kapwoning";"2021";"    2384"
"Kampen";"Hoekwoning";"2021";"    3841"
"Kampen";"Tussenwoning";"2021";"    8648"
"Kampen";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Kapelle";"Totaal woningen";"2021";"    5459"
"Kapelle";"Meergezinswoningen totaal";"2021";"     520"
"Kapelle";"Eengezinswoningen totaal";"2021";"    4939"
"Kapelle";"Vrijstaande woning";"2021";"    1607"
"Kapelle";"2-onder-1-kapwoning";"2021";"    1165"
"Kapelle";"Hoekwoning";"2021";"     838"
"Kapelle";"Tussenwoning";"2021";"    1327"
"Kapelle";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Katwijk";"Totaal woningen";"2021";"   27165"
"Katwijk";"Meergezinswoningen totaal";"2021";"   11172"
"Katwijk";"Eengezinswoningen totaal";"2021";"   15993"
"Katwijk";"Vrijstaande woning";"2021";"    1038"
"Katwijk";"2-onder-1-kapwoning";"2021";"    1377"
"Katwijk";"Hoekwoning";"2021";"    3952"
"Katwijk";"Tussenwoning";"2021";"    9622"
"Katwijk";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Kerkrade";"Totaal woningen";"2021";"   23937"
"Kerkrade";"Meergezinswoningen totaal";"2021";"    8645"
"Kerkrade";"Eengezinswoningen totaal";"2021";"   15292"
"Kerkrade";"Vrijstaande woning";"2021";"    1423"
"Kerkrade";"2-onder-1-kapwoning";"2021";"    2212"
"Kerkrade";"Hoekwoning";"2021";"    3812"
"Kerkrade";"Tussenwoning";"2021";"    7830"
"Kerkrade";"Onbekend woningtype eengezinswoning";"2021";"      15"
"Koggenland";"Totaal woningen";"2021";"    9608"
"Koggenland";"Meergezinswoningen totaal";"2021";"    1534"
"Koggenland";"Eengezinswoningen totaal";"2021";"    8074"
"Koggenland";"Vrijstaande woning";"2021";"    3074"
"Koggenland";"2-onder-1-kapwoning";"2021";"    1199"
"Koggenland";"Hoekwoning";"2021";"    1373"
"Koggenland";"Tussenwoning";"2021";"    2428"
"Koggenland";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Krimpen aan den IJssel";"Totaal woningen";"2021";"   12648"
"Krimpen aan den IJssel";"Meergezinswoningen totaal";"2021";"    3812"
"Krimpen aan den IJssel";"Eengezinswoningen totaal";"2021";"    8836"
"Krimpen aan den IJssel";"Vrijstaande woning";"2021";"     719"
"Krimpen aan den IJssel";"2-onder-1-kapwoning";"2021";"     786"
"Krimpen aan den IJssel";"Hoekwoning";"2021";"    2275"
"Krimpen aan den IJssel";"Tussenwoning";"2021";"    5056"
"Krimpen aan den IJssel";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Krimpenerwaard";"Totaal woningen";"2021";"   23944"
"Krimpenerwaard";"Meergezinswoningen totaal";"2021";"    4679"
"Krimpenerwaard";"Eengezinswoningen totaal";"2021";"   19265"
"Krimpenerwaard";"Vrijstaande woning";"2021";"    4398"
"Krimpenerwaard";"2-onder-1-kapwoning";"2021";"    1876"
"Krimpenerwaard";"Hoekwoning";"2021";"    4010"
"Krimpenerwaard";"Tussenwoning";"2021";"    8979"
"Krimpenerwaard";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Laarbeek";"Totaal woningen";"2021";"    9793"
"Laarbeek";"Meergezinswoningen totaal";"2021";"    1193"
"Laarbeek";"Eengezinswoningen totaal";"2021";"    8600"
"Laarbeek";"Vrijstaande woning";"2021";"    2549"
"Laarbeek";"2-onder-1-kapwoning";"2021";"    2049"
"Laarbeek";"Hoekwoning";"2021";"    1570"
"Laarbeek";"Tussenwoning";"2021";"    2432"
"Laarbeek";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Land van Cuijk";"Totaal woningen";"2021";""
"Land van Cuijk";"Meergezinswoningen totaal";"2021";""
"Land van Cuijk";"Eengezinswoningen totaal";"2021";""
"Land van Cuijk";"Vrijstaande woning";"2021";""
"Land van Cuijk";"2-onder-1-kapwoning";"2021";""
"Land van Cuijk";"Hoekwoning";"2021";""
"Land van Cuijk";"Tussenwoning";"2021";""
"Land van Cuijk";"Onbekend woningtype eengezinswoning";"2021";""
"Landerd";"Totaal woningen";"2021";"    6461"
"Landerd";"Meergezinswoningen totaal";"2021";"     835"
"Landerd";"Eengezinswoningen totaal";"2021";"    5626"
"Landerd";"Vrijstaande woning";"2021";"    2341"
"Landerd";"2-onder-1-kapwoning";"2021";"    1175"
"Landerd";"Hoekwoning";"2021";"     860"
"Landerd";"Tussenwoning";"2021";"    1250"
"Landerd";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Landgraaf";"Totaal woningen";"2021";"   18152"
"Landgraaf";"Meergezinswoningen totaal";"2021";"    4280"
"Landgraaf";"Eengezinswoningen totaal";"2021";"   13872"
"Landgraaf";"Vrijstaande woning";"2021";"    2017"
"Landgraaf";"2-onder-1-kapwoning";"2021";"    2902"
"Landgraaf";"Hoekwoning";"2021";"    3267"
"Landgraaf";"Tussenwoning";"2021";"    5653"
"Landgraaf";"Onbekend woningtype eengezinswoning";"2021";"      33"
"Landsmeer";"Totaal woningen";"2021";"    4897"
"Landsmeer";"Meergezinswoningen totaal";"2021";"     721"
"Landsmeer";"Eengezinswoningen totaal";"2021";"    4176"
"Landsmeer";"Vrijstaande woning";"2021";"     785"
"Landsmeer";"2-onder-1-kapwoning";"2021";"     316"
"Landsmeer";"Hoekwoning";"2021";"     843"
"Landsmeer";"Tussenwoning";"2021";"    2230"
"Landsmeer";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Langedijk";"Totaal woningen";"2021";"   11773"
"Langedijk";"Meergezinswoningen totaal";"2021";"    1850"
"Langedijk";"Eengezinswoningen totaal";"2021";"    9923"
"Langedijk";"Vrijstaande woning";"2021";"    3322"
"Langedijk";"2-onder-1-kapwoning";"2021";"    1164"
"Langedijk";"Hoekwoning";"2021";"    1790"
"Langedijk";"Tussenwoning";"2021";"    3647"
"Langedijk";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Lansingerland";"Totaal woningen";"2021";"   24686"
"Lansingerland";"Meergezinswoningen totaal";"2021";"    4410"
"Lansingerland";"Eengezinswoningen totaal";"2021";"   20276"
"Lansingerland";"Vrijstaande woning";"2021";"    2554"
"Lansingerland";"2-onder-1-kapwoning";"2021";"    1617"
"Lansingerland";"Hoekwoning";"2021";"    4528"
"Lansingerland";"Tussenwoning";"2021";"   11557"
"Lansingerland";"Onbekend woningtype eengezinswoning";"2021";"      20"
"Laren (NH.)";"Totaal woningen";"2021";"    5441"
"Laren (NH.)";"Meergezinswoningen totaal";"2021";"    1064"
"Laren (NH.)";"Eengezinswoningen totaal";"2021";"    4377"
"Laren (NH.)";"Vrijstaande woning";"2021";"    1123"
"Laren (NH.)";"2-onder-1-kapwoning";"2021";"    1495"
"Laren (NH.)";"Hoekwoning";"2021";"     703"
"Laren (NH.)";"Tussenwoning";"2021";"    1056"
"Laren (NH.)";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Leeuwarden";"Totaal woningen";"2021";"   63066"
"Leeuwarden";"Meergezinswoningen totaal";"2021";"   22678"
"Leeuwarden";"Eengezinswoningen totaal";"2021";"   40388"
"Leeuwarden";"Vrijstaande woning";"2021";"    6773"
"Leeuwarden";"2-onder-1-kapwoning";"2021";"    5747"
"Leeuwarden";"Hoekwoning";"2021";"    8362"
"Leeuwarden";"Tussenwoning";"2021";"   19474"
"Leeuwarden";"Onbekend woningtype eengezinswoning";"2021";"      32"
"Leiden";"Totaal woningen";"2021";"   60538"
"Leiden";"Meergezinswoningen totaal";"2021";"   35150"
"Leiden";"Eengezinswoningen totaal";"2021";"   25388"
"Leiden";"Vrijstaande woning";"2021";"     322"
"Leiden";"2-onder-1-kapwoning";"2021";"     509"
"Leiden";"Hoekwoning";"2021";"    4737"
"Leiden";"Tussenwoning";"2021";"   19792"
"Leiden";"Onbekend woningtype eengezinswoning";"2021";"      28"
"Leiderdorp";"Totaal woningen";"2021";"   12379"
"Leiderdorp";"Meergezinswoningen totaal";"2021";"    5060"
"Leiderdorp";"Eengezinswoningen totaal";"2021";"    7319"
"Leiderdorp";"Vrijstaande woning";"2021";"     321"
"Leiderdorp";"2-onder-1-kapwoning";"2021";"     268"
"Leiderdorp";"Hoekwoning";"2021";"    1828"
"Leiderdorp";"Tussenwoning";"2021";"    4902"
"Leiderdorp";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Leidschendam-Voorburg";"Totaal woningen";"2021";"   36955"
"Leidschendam-Voorburg";"Meergezinswoningen totaal";"2021";"   22631"
"Leidschendam-Voorburg";"Eengezinswoningen totaal";"2021";"   14324"
"Leidschendam-Voorburg";"Vrijstaande woning";"2021";"     977"
"Leidschendam-Voorburg";"2-onder-1-kapwoning";"2021";"     993"
"Leidschendam-Voorburg";"Hoekwoning";"2021";"    3256"
"Leidschendam-Voorburg";"Tussenwoning";"2021";"    9097"
"Leidschendam-Voorburg";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Lelystad";"Totaal woningen";"2021";"   33734"
"Lelystad";"Meergezinswoningen totaal";"2021";"    5977"
"Lelystad";"Eengezinswoningen totaal";"2021";"   27757"
"Lelystad";"Vrijstaande woning";"2021";"    3467"
"Lelystad";"2-onder-1-kapwoning";"2021";"    1396"
"Lelystad";"Hoekwoning";"2021";"    6032"
"Lelystad";"Tussenwoning";"2021";"   16860"
"Lelystad";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Leudal";"Totaal woningen";"2021";"   16157"
"Leudal";"Meergezinswoningen totaal";"2021";"    1956"
"Leudal";"Eengezinswoningen totaal";"2021";"   14201"
